,ID,Street,Number,Address,Latitude,Longitude,LocationID,Description,Category,ServiceTime,Profit
383,PE-FWI-1-8318,Röthenbacher Straße,5,"Röthenbacher Straße, 5, Dresden",51.0184994,13.7213684,364,Brunnen,1,1440,3
384,PE-FWI-4-3015,Altseidnitz,2,"Altseidnitz, 2, Dresden",51.02767035,13.8025165003,365,Erdarmatur,4,660,3
385,PE-FWI-2-4643,Prager Straße,8,"Prager Straße, 8, Dresden",51.0467921,13.7368939,366,KontrollBauwerk,2,660,2
386,PE-FWI-4-1989,Sonnenblumenweg,18,"Sonnenblumenweg, 18, Dresden",51.0463029,13.6858851,367,Erdarmatur,4,600,3
387,PE-FWI-4-112,Ritterstraße,5,"Ritterstraße, 5, Dresden",51.0601401,13.7444469,215,Erdarmatur,4,600,3
388,PE-FWI-3-2467,Winterbergstraße,33,"Winterbergstraße, 33, Dresden",51.02990615,13.7845383992,368,Abzweigung,3,600,1
389,PE-FWI-4-8360,Knappestraße,1,"Knappestraße, 1, Dresden",51.0275838,13.8165094,369,Erdarmatur,4,720,3
390,PE-FWI-2-3224,Neundorfer Straße,32,"Neundorfer Straße, 32, Dresden",51.0123403,13.8177793,370,Zuluftschacht,2,1200,2
391,PE-FWI-4-7121,Schweriner Straße,49,"Schweriner Straße, 49, Dresden",51.0519993,13.7291756,371,Erdarmatur,4,840,3
392,PE-FWI-4-9312,Reichenbachstraße,26,"Reichenbachstraße, 26, Dresden",51.033198,13.7363575,372,Erdarmatur,4,660,3
393,PE-FWI-2-5556,Marienstraße,9,"Marienstraße, 9, Dresden",51.0496509,13.7328743,373,Kontrollschacht,2,660,2
394,PE-FWI-2-5186,Finsterwalder Straße,17,"Finsterwalder Straße, 17, Dresden",51.0053716,13.8024588,374,Zuluftschacht,2,1020,2
395,PE-FWI-1-566,Brühlsche Terrasse,1,"Brühlsche Terrasse, 1, Dresden",51.0530039,13.7419394,375,Bauwerk,1,960,3
396,PE-FWI-1-4061,Lipsiusstraße,9,"Lipsiusstraße, 9, Dresden",51.041616,13.772247,376,Brücke,1,1680,3
397,PE-FWI-2-9959,Perronstraße,16,"Perronstraße, 16, Dresden",51.0142506,13.7839424,377,Zuluftschacht,2,1140,2
398,PE-FWI-2-3455,Merianplatz,6,"Merianplatz, 6, Dresden",51.0455399,13.6707309,378,Zuluftschacht,2,1080,2
399,PE-FWI-4-8991,Strehlener Straße,17,"Strehlener Straße, 17, Dresden",51.0377552,13.7370311,379,Erdarmatur,4,660,3
400,PE-FWI-3-176,Chemnitzer Straße,5,"Chemnitzer Straße, 5, Dresden",51.0368012,13.7155933,380,Entlüftung,3,600,1
401,PE-FWI-4-3477,Ostrauer Straße,3,"Ostrauer Straße, 3, Dresden",51.0350998,13.7889367,381,Erdarmatur,4,780,3
402,PE-FWI-2-5980,Tannenstraße,5,"Tannenstraße, 5, Dresden",51.0740663,13.7517575,382,Kontrollschacht,2,840,2
403,PE-FWI-3-6282,Ahlbecker Straße,5,"Ahlbecker Straße, 5, Dresden",51.118482,13.7691269,383,Entlüftung,3,780,1
404,PE-FWI-3-6992,Donathstraße,10,"Donathstraße, 10, Dresden",51.0281186,13.8300563185,384,Entlüftung,3,600,1
405,PE-FWI-4-6439,Kadenstraße,17,"Kadenstraße, 17, Dresden",51.0180757,13.8097953,385,Erdarmatur,4,900,3
406,PE-FWI-2-9992,Mathias-Oeder-Straße,9,"Mathias-Oeder-Straße, 9, Dresden",51.0721322,13.7881563,386,KontrollBauwerk,2,900,2
407,PE-FWI-3-8837,Neustädter Markt,1,"Neustädter Markt, 1, Dresden",51.0589219,13.7401162,387,Entlüftung,3,780,1
408,PE-FWI-2-8670,Maternistraße,13,"Maternistraße, 13, Dresden",51.0486226,13.7238103,388,Zuluftschacht,2,1020,2
409,PE-FWI-4-7613,Alttolkewitz,4,"Alttolkewitz, 4, Dresden",51.0315154,13.8308054,389,Erdarmatur,4,780,3
410,PE-FWI-4-4682,Heideparkstraße,1,"Heideparkstraße, 1, Dresden",51.0691993,13.7861994395,390,Erdarmatur,4,660,3
411,PE-FWI-2-1921,Auguste-Lazar-Straße,8,"Auguste-Lazar-Straße, 8, Dresden",51.0204602,13.7338705,391,KontrollBauwerk,2,660,2
412,PE-FWI-3-3800,Kopernikusstraße,34,"Kopernikusstraße, 34, Dresden",51.0916265,13.7122293,392,Entlüftung,3,900,1
413,PE-FWI-2-3334,Bremer Straße,31,"Bremer Straße, 31, Dresden",51.0615694,13.7117001,393,KontrollBauwerk,2,720,2
414,PE-FWI-2-202,Franklinstraße,7,"Franklinstraße, 7, Dresden",51.037139,13.7444976,394,KontrollBauwerk,2,600,2
415,PE-FWI-2-84,Uhdestraße,2,"Uhdestraße, 2, Dresden",51.0201273,13.7656419019,395,KontrollBauwerk,2,660,2
416,PE-FWI-4-6978,Hans-Oster-Straße,6,"Hans-Oster-Straße, 6, Dresden",51.0747042,13.7569599,396,Erdarmatur,4,900,3
417,PE-FWI-4-9282,Schloßplatz,2,"Schloßplatz, 2, Dresden",51.05345205,13.7384100813,397,Erdarmatur,4,840,3
418,PE-FWI-4-778,Wilsdruffer Straße,1,"Wilsdruffer Straße, 1, Dresden",51.0508389,13.7343288,398,Erdarmatur,4,900,3
419,PE-FWI-2-9034,Caspar-David-Friedrich-Straße,5,"Caspar-David-Friedrich-Straße, 5, Dresden",51.02745635,13.7584912995,399,Zuluftschacht,2,960,2
420,PE-FWI-3-2066,Cottbuser Straße,17,"Cottbuser Straße, 17, Dresden",51.0884913,13.7183395,400,Abzweigung,3,660,1
421,PE-FWI-2-5458,Melitta-Bentz-Straße,7,"Melitta-Bentz-Straße, 7, Dresden",51.0858274,13.7651973,401,Kontrollschacht,2,900,2
422,PE-FWI-4-7920,Schießgasse,5,"Schießgasse, 5, Dresden",51.0513401,13.7446979,74,Erdarmatur,4,600,3
423,PE-FWI-4-8969,Berzdorfer Straße,14,"Berzdorfer Straße, 14, Dresden",51.0070575,13.8001088,402,Erdarmatur,4,780,3
424,PE-FWI-4-7434,Fröbelstraße,3,"Fröbelstraße, 3, Dresden",51.0511731,13.7154858,403,Erdarmatur,4,660,3
425,PE-FWI-4-3313,Bulgakowstraße,6,"Bulgakowstraße, 6, Dresden",51.0216514,13.736187900000001,404,Erdarmatur,4,900,3
426,PE-FWI-2-1034,Rudolfstraße,2,"Rudolfstraße, 2, Dresden",51.0684307,13.7407098,405,Zuluftschacht,2,1200,2
427,PE-FWI-4-3288,Am Beutlerpark,2,"Am Beutlerpark, 2, Dresden",51.0316433,13.7414348526,406,Erdarmatur,4,720,3
428,PE-FWI-2-9249,Schulgutstraße,2,"Schulgutstraße, 2, Dresden",51.0545885,13.7538214,407,KontrollBauwerk,2,780,2
429,PE-FWI-1-6850,Sonnenblumenweg,15,"Sonnenblumenweg, 15, Dresden",51.077746,13.7387676,88,Brücke,1,1440,3
430,PE-FWI-4-4146,Wilhelm-Lachnit-Straße,3,"Wilhelm-Lachnit-Straße, 3, Dresden",51.0165763,13.7792638,408,Erdarmatur,4,600,3
431,PE-FWI-4-8774,Elisabeth-Boer-Straße,2,"Elisabeth-Boer-Straße, 2, Dresden",51.0817128,13.758068,409,Erdarmatur,4,840,3
432,PE-FWI-4-4442,Dahlienweg,33,"Dahlienweg, 33, Dresden",51.0766715,13.7433189,410,Erdarmatur,4,780,3
433,PE-FWI-4-7794,Wartburgstraße,30,"Wartburgstraße, 30, Dresden",51.04826875,13.7840593989,411,Erdarmatur,4,780,3
434,PE-FWI-1-3640,Albert-Wolf-Platz,3,"Albert-Wolf-Platz, 3, Dresden",51.0078041,13.8040087,412,Stütze,1,780,3
435,PE-FWI-3-3607,Grenzstraße,5,"Grenzstraße, 5, Dresden",51.08906665,13.6325199501,413,Abzweigung,3,840,1
436,PE-FWI-2-6847,Lippersdorfer Weg,4,"Lippersdorfer Weg, 4, Dresden",51.0163436,13.7224626,414,Zuluftschacht,2,1080,2
437,PE-FWI-3-1933,Mosczinskystraße,17,"Mosczinskystraße, 17, Dresden",51.0409783,13.7386419,415,Belüftung,3,900,1
438,PE-FWI-3-6724,Spenerstraße,17,"Spenerstraße, 17, Dresden",51.048268,13.7855401048,416,Belüftung,3,840,1
439,PE-FWI-4-8705,Königsufer,4,"Königsufer, 4, Dresden",51.0563245,13.7445344,417,Erdarmatur,4,780,3
440,PE-FWI-4-3207,Hopfgartenstraße,2,"Hopfgartenstraße, 2, Dresden",51.0549931,13.7649527,418,Erdarmatur,4,900,3
441,PE-FWI-1-6555,Güterbahnhofstraße,2,"Güterbahnhofstraße, 2, Dresden",51.0469353,13.72356,419,Armatur,1,720,3
442,PE-FWI-4-7661,Rosmaringasse,3,"Rosmaringasse, 3, Dresden",51.0512611,13.7390669,420,Erdarmatur,4,780,3
443,PE-FWI-4-1617,Enderstraße,23,"Enderstraße, 23, Dresden",51.0327881,13.8055505,421,Erdarmatur,4,840,3
444,PE-FWI-1-1899,Schwindstraße,6,"Schwindstraße, 6, Dresden",51.0717623,13.6960588,422,Brunnen,1,960,3
445,PE-FWI-2-7510,Spreewalder Straße,4,"Spreewalder Straße, 4, Dresden",51.0057096,13.7946165,423,Zuluftschacht,2,1080,2
446,PE-FWI-4-6887,Am Waldschlößchen,4,"Am Waldschlößchen, 4, Dresden",51.0692347,13.7792388,424,Erdarmatur,4,660,3
447,PE-FWI-4-365,Heinrichstraße,9,"Heinrichstraße, 9, Dresden",51.0600787,13.7399192,425,Erdarmatur,4,900,3
448,PE-FWI-4-6628,Kretschmerstraße,3,"Kretschmerstraße, 3, Dresden",51.0502407,13.806955,426,Erdarmatur,4,720,3
449,PE-FWI-1-6702,Kanzleigäßchen,2,"Kanzleigäßchen, 2, Dresden",51.0524893,13.7382089,427,Rohrbrücke,1,900,3
450,PE-FWI-1-1373,Junghansstraße,58,"Junghansstraße, 58, Dresden",51.034567,13.7891215,428,Brücke,1,1620,3
451,PE-FWI-2-6344,Maternistraße,19,"Maternistraße, 19, Dresden",51.0486226,13.7238103,388,KontrollBauwerk,2,720,2
452,PE-FWI-2-4618,Louisenstraße,82,"Louisenstraße, 82, Dresden",51.0674202,13.7498973,429,Kontrollschacht,2,780,2
453,PE-FWI-2-2660,Barbarossaplatz,6,"Barbarossaplatz, 6, Dresden",51.04879325,13.7914695641,430,Kontrollschacht,2,660,2
454,PE-FWI-3-4511,Perronstraße,6,"Perronstraße, 6, Dresden",51.0127596,13.7854705,431,Belüftung,3,660,1
455,PE-FWI-4-5179,Reisstraße,5,"Reisstraße, 5, Dresden",51.0096459,13.8273561,432,Erdarmatur,4,840,3
456,PE-FWI-1-5512,Bahnhofstraße,12,"Bahnhofstraße, 12, Dresden",50.9994581,13.8332809,433,Bauwerk,1,1440,3
457,PE-FWI-4-2298,Altenberger Straße,46,"Altenberger Straße, 46, Dresden",51.0367764,13.806492,434,Erdarmatur,4,840,3
458,PE-FWI-1-423,Julius-Vahlteich-Straße,1,"Julius-Vahlteich-Straße, 1, Dresden",51.0483461,13.6810149,435,Armatur,1,900,3
459,PE-FWI-4-5635,An der Frauenkirche,13,"An der Frauenkirche, 13, Dresden",51.0518041,13.7424593,436,Erdarmatur,4,600,3
460,PE-FWI-2-3730,Schnorrstraße,26,"Schnorrstraße, 26, Dresden",51.0356314,13.7332149,437,Kontrollschacht,2,780,2
461,PE-FWI-3-9380,Magdeburger Straße,9,"Magdeburger Straße, 9, Dresden",51.0580334,13.7271467,438,Abzweigung,3,840,1
462,PE-FWI-1-3755,Hoyerswerdaer Straße,30,"Hoyerswerdaer Straße, 30, Dresden",51.0619747,13.7522729,439,Armatur,1,600,3
463,PE-FWI-4-9534,Selliner Straße,63,"Selliner Straße, 63, Dresden",51.1208075,13.7808984,440,Erdarmatur,4,660,3
464,PE-FWI-3-9471,Lübbenauer Straße,17,"Lübbenauer Straße, 17, Dresden",51.0119603,13.7957012,441,Abzweigung,3,660,1
465,PE-FWI-4-5331,Jacob-Winter-Platz,4,"Jacob-Winter-Platz, 4, Dresden",51.0047763,13.7967892,442,Erdarmatur,4,600,3
466,PE-FWI-2-6397,Rathener Straße,8,"Rathener Straße, 8, Dresden",51.0022759,13.8389924,443,Kontrollschacht,2,660,2
467,PE-FWI-3-7030,Melitta-Bentz-Str.,3,"Melitta-Bentz-Str., 3, Dresden",51.0858274,13.7651973,401,Entlüftung,3,900,1
468,PE-FWI-4-3310,Stadtgutstraße,15,"Stadtgutstraße, 15, Dresden",51.0261213,13.7334802,444,Erdarmatur,4,900,3
469,PE-FWI-4-7043,Rubensweg,15,"Rubensweg, 15, Dresden",51.0224337,13.7463674,445,Erdarmatur,4,600,3
470,PE-FWI-2-4741,Scharfenberger Straße,14,"Scharfenberger Straße, 14, Dresden",51.07444095,13.6991873913,446,KontrollBauwerk,2,840,2
471,PE-FWI-4-6408,Helmholtzstraße,14,"Helmholtzstraße, 14, Dresden",51.0279296,13.7246669178,447,Erdarmatur,4,840,3
472,PE-FWI-2-2039,Weintraubenstraße,2,"Weintraubenstraße, 2, Dresden",51.0603513,13.7558724646,448,Zuluftschacht,2,900,2
473,PE-FWI-3-8003,Ammonstraße,26,"Ammonstraße, 26, Dresden",51.0423065,13.7306003,449,Belüftung,3,840,1
474,PE-FWI-4-4642,Arno-Schellenberg-Straße,19,"Arno-Schellenberg-Straße, 19, Dresden",50.9908385,13.7879649,450,Erdarmatur,4,840,3
475,PE-FWI-4-2745,Berliner Straße,3,"Berliner Straße, 3, Dresden",51.0540671,13.7184,451,Erdarmatur,4,900,3
476,PE-FWI-2-47,Hechtstraße,23,"Hechtstraße, 23, Dresden",51.0739902,13.7466496,452,Zuluftschacht,2,1140,2
477,PE-FWI-2-6417,Pestalozzistraße,12,"Pestalozzistraße, 12, Dresden",51.0513549,13.7566712,453,KontrollBauwerk,2,720,2
478,PE-FWI-2-6006,Bernhardstraße,15,"Bernhardstraße, 15, Dresden",51.0379954,13.7257328,454,KontrollBauwerk,2,780,2
479,PE-FWI-4-4269,Glasewaldtstraße,25,"Glasewaldtstraße, 25, Dresden",51.04469605,13.802891512,455,Erdarmatur,4,660,3
480,PE-FWI-3-7222,Robert-Matzke-Straße,37,"Robert-Matzke-Straße, 37, Dresden",51.0792537,13.7149422,456,Belüftung,3,720,1
481,PE-FWI-2-2204,Obergraben,10,"Obergraben, 10, Dresden",51.0603531,13.7408246,457,Kontrollschacht,2,840,2
482,PE-FWI-3-1271,Charlotte-Bühler-Straße,9,"Charlotte-Bühler-Straße, 9, Dresden",51.0817721,13.7636941,458,Abzweigung,3,900,1
483,PE-FWI-4-7361,Rugestraße,7,"Rugestraße, 7, Dresden",51.033711,13.7281029,459,Erdarmatur,4,600,3
484,PE-FWI-3-4980,Freiberger Straße,13,"Freiberger Straße, 13, Dresden",51.0504416,13.7278122,460,Entlüftung,3,840,1
485,PE-FWI-2-6814,Hallwachsstraße,9,"Hallwachsstraße, 9, Dresden",51.0261947,13.7269206,461,Kontrollschacht,2,900,2
486,PE-FWI-3-379,Bertheltstraße,3,"Bertheltstraße, 3, Dresden",51.0460444,13.763591,462,Belüftung,3,780,1
487,PE-FWI-2-6835,Bahnhofstraße,18,"Bahnhofstraße, 18, Dresden",50.999475,13.8344101,463,Kontrollschacht,2,840,2
488,PE-FWI-4-3796,Enderstraße,86,"Enderstraße, 86, Dresden",51.03097225,13.8011679633,464,Erdarmatur,4,600,3
489,PE-FWI-4-7117,Siemensstraße,8,"Siemensstraße, 8, Dresden",51.0036304,13.8293756,465,Erdarmatur,4,900,3
490,PE-FWI-3-9831,Uhlandstraße,12,"Uhlandstraße, 12, Dresden",51.0360668,13.7386562,466,Abzweigung,3,900,1
491,PE-FWI-4-1453,Oederaner Straße,10,"Oederaner Straße, 10, Dresden",51.04406285,13.7090259908,467,Erdarmatur,4,900,3
492,PE-FWI-3-4031,Grunaer Weg,5,"Grunaer Weg, 5, Dresden",51.0284704,13.7776064,468,Abzweigung,3,780,1
493,PE-FWI-3-2950,Boxberger Straße,26,"Boxberger Straße, 26, Dresden",51.0050629,13.803483,469,Abzweigung,3,840,1
494,PE-FWI-3-7946,Schäferstraße,59,"Schäferstraße, 59, Dresden",51.0566095,13.7140926,470,Abzweigung,3,780,1
495,PE-FWI-4-3330,Maulbeerenstraße,13,"Maulbeerenstraße, 13, Dresden",51.0511936,13.6650202,471,Erdarmatur,4,660,3
496,PE-FWI-2-9042,Korolenkostraße,9,"Korolenkostraße, 9, Dresden",51.1137032,13.7782123977,472,KontrollBauwerk,2,660,2
497,PE-FWI-4-8592,Otto-Dix-Ring,53,"Otto-Dix-Ring, 53, Dresden",51.0171235,13.7752397,473,Erdarmatur,4,840,3
498,PE-FWI-3-9425,Nossener Brücke,6,"Nossener Brücke, 6, Dresden",51.0384786,13.7134734,474,Entlüftung,3,780,1
499,PE-FWI-4-7028,Hospitalstraße,16,"Hospitalstraße, 16, Dresden",51.0601577,13.7483307,475,Erdarmatur,4,600,3
500,PE-FWI-1-9794,Brünner Straße,11,"Brünner Straße, 11, Dresden",51.0269742,13.8300774125,476,Bauwerk,1,1140,3
501,PE-FWI-4-6503,Heideparkstraße,8,"Heideparkstraße, 8, Dresden",51.0696514,13.7858080644,477,Erdarmatur,4,660,3
502,PE-FWI-2-5407,Merianplatz,9,"Merianplatz, 9, Dresden",51.0455399,13.6707309,378,Kontrollschacht,2,660,2
503,PE-FWI-2-7539,Sadisdorfer Weg 4 a / Kohlenstraße,-,"Sadisdorfer Weg 4 a & Kohlenstraße, Dresden",51.0194161353,13.7202642177,478,Zuluftschacht,2,1200,2
504,PE-FWI-3-7838,Sadisdorfer weg 6 a / Kohlenstraße,-,"Sadisdorfer weg 6 a & Kohlenstraße, Dresden",51.0194058255,13.7210133922,479,Entlüftung,3,840,1
505,PE-FWI-3-7198,St.Petersburger Straße,24,"St.Petersburger Straße, 24, Dresden",51.04406645,13.7373965239,480,Entlüftung,3,780,1
506,PE-FWI-1-1476,Gerokstraße,6,"Gerokstraße, 6, Dresden",51.0537589,13.7588946,249,Brücke,1,1260,3
507,PE-FWI-2-1455,Putbuser Weg,4,"Putbuser Weg, 4, Dresden",51.12346135,13.7803872546,481,Zuluftschacht,2,1080,2
508,PE-FWI-2-4084,Rietzstraße,11,"Rietzstraße, 11, Dresden",51.0829728,13.7117933,482,KontrollBauwerk,2,660,2
509,PE-FWI-2-6599,Am Zwingerteich,6,"Am Zwingerteich, 6, Dresden",51.0554324,13.7333149,483,KontrollBauwerk,2,660,2
510,PE-FWI-4-3445,Keplerstraße,17,"Keplerstraße, 17, Dresden",51.0146804,13.7845808,484,Erdarmatur,4,720,3
511,PE-FWI-2-8139,Prossener Straße,8,"Prossener Straße, 8, Dresden",51.0412744,13.7878221,485,KontrollBauwerk,2,660,2
512,PE-FWI-3-884,Dornblüthstraße,15,"Dornblüthstraße, 15, Dresden",51.04526645,13.801162638000001,486,Abzweigung,3,600,1
513,PE-FWI-2-670,Hermann-Seidel-Straße,8,"Hermann-Seidel-Straße, 8, Dresden",51.0271063,13.8333874,487,Kontrollschacht,2,840,2
514,PE-FWI-2-6328,Jacob-Winter-Platz,3,"Jacob-Winter-Platz, 3, Dresden",51.0046309,13.7970487,488,Zuluftschacht,2,1140,2
515,PE-FWI-3-1150,Weideweg,12,"Weideweg, 12, Dresden",51.0429775,13.6604517,489,Belüftung,3,780,1
516,PE-FWI-2-8719,Herbststraße,6,"Herbststraße, 6, Dresden",51.0791402,13.7100478,490,Zuluftschacht,2,960,2
517,PE-FWI-2-3165,Sosaer Straße,54,"Sosaer Straße, 54, Dresden",51.0024195,13.8196374,491,Kontrollschacht,2,600,2
518,PE-FWI-3-8303,Salzgasse,3,"Salzgasse, 3, Dresden",51.0520665,13.7434494,117,Entlüftung,3,780,1
519,PE-FWI-3-9132,Stephanienplatz,1,"Stephanienplatz, 1, Dresden",51.0471735,13.7643345,492,Entlüftung,3,720,1
520,PE-FWI-4-3453,Am Anfang,1,"Am Anfang, 1, Dresden",51.0367876,13.793396,493,Erdarmatur,4,780,3
521,PE-FWI-2-9996,Martin-Luther-Straße,1,"Martin-Luther-Straße, 1, Dresden",51.0632697,13.7549268,494,KontrollBauwerk,2,780,2
522,PE-FWI-2-9789,Bergstraße,14,"Bergstraße, 14, Dresden",51.0384878,13.7283667,495,KontrollBauwerk,2,660,2
523,PE-FWI-2-1072,Schäferstraße,38,"Schäferstraße, 38, Dresden",51.05653195,13.7152559813,496,Kontrollschacht,2,720,2
524,PE-FWI-2-7726,Gabelsbergerstraße,11,"Gabelsbergerstraße, 11, Dresden",51.0498352,13.7740102,66,Zuluftschacht,2,1080,2
525,PE-FWI-1-7175,Jessener Straße,36,"Jessener Straße, 36, Dresden",51.012174,13.8144784,497,Bauwerk,1,900,3
526,PE-FWI-4-8828,Turnerweg,3,"Turnerweg, 3, Dresden",51.065072,13.7448874,498,Erdarmatur,4,600,3
527,PE-FWI-4-3831,Blüherstraße,6,"Blüherstraße, 6, Dresden",51.0419572,13.7462981,499,Erdarmatur,4,840,3
528,PE-FWI-2-3344,Leubnitzer Str.,8,"Leubnitzer Str., 8, Dresden",51.0391027,13.7215082,500,Kontrollschacht,2,720,2
529,PE-FWI-4-7383,Prager Straße,5,"Prager Straße, 5, Dresden",51.04325815,13.7342869824,501,Erdarmatur,4,720,3
530,PE-FWI-1-4017,Gehestraße,2,"Gehestraße, 2, Dresden",51.072984,13.7316557,502,Brunnen,1,1140,3
531,PE-FWI-4-7887,Comeniusstraße,130,"Comeniusstraße, 130, Dresden",51.0433519,13.763929,503,Erdarmatur,4,780,3
532,PE-FWI-3-7152,Poststraße,1,"Poststraße, 1, Dresden",51.04295335,13.7003411566,504,Belüftung,3,720,1
533,PE-FWI-3-9223,Forsythienstraße,5,"Forsythienstraße, 5, Dresden",51.0465622,13.6553819,505,Abzweigung,3,600,1
534,PE-FWI-2-7218,Mansfelder Straße,17,"Mansfelder Straße, 17, Dresden",51.0419971,13.7775971,506,Kontrollschacht,2,600,2
535,PE-FWI-4-3601,Altenzeller Straße,11,"Altenzeller Straße, 11, Dresden",51.0365601,13.7231864,507,Erdarmatur,4,660,3
536,PE-FWI-2-1061,Glacisstraße/Bautzner Straße 2,-,"Glacisstraße & Bautzner Straße 2, Dresden",51.0629099985,13.7488999841,508,Kontrollschacht,2,720,2
537,PE-FWI-4-8093,Binzer Weg,7,"Binzer Weg, 7, Dresden",51.1248784,13.7908193,509,Erdarmatur,4,780,3
538,PE-FWI-4-5049,Colmnitzer Straße,1,"Colmnitzer Straße, 1, Dresden",51.0476233,13.700258,510,Erdarmatur,4,840,3
539,PE-FWI-2-8799,Wallotstraße,2,"Wallotstraße, 2, Dresden",51.0462164,13.7656231,511,Zuluftschacht,2,1140,2
540,PE-FWI-3-4589,Reinickstraße,5,"Reinickstraße, 5, Dresden",51.0457107,13.7730095654,512,Belüftung,3,780,1
541,PE-FWI-1-7648,Eibenstocker Straße,75,"Eibenstocker Straße, 75, Dresden",51.0364789,13.7991897,513,Rohrbrücke,1,960,3
542,PE-FWI-4-9479,Wundtstraße,2,"Wundtstraße, 2, Dresden",51.03003,13.7485185,514,Erdarmatur,4,840,3
543,PE-FWI-1-8621,Gasanstaltstraße,35,"Gasanstaltstraße, 35, Dresden",51.02394545,13.7900464561,515,Bauwerk,1,1020,3
544,PE-FWI-4-7599,Hainbuchenstraße,1,"Hainbuchenstraße, 1, Dresden",51.0464103,13.6655325,516,Erdarmatur,4,660,3
545,PE-FWI-2-5167,Seilergasse,6,"Seilergasse, 6, Dresden",51.0475565,13.7307566,517,Zuluftschacht,2,1020,2
546,PE-FWI-4-3844,Löwenhainer Straße,29,"Löwenhainer Straße, 29, Dresden",51.0300015,13.8125777,518,Erdarmatur,4,600,3
547,PE-FWI-3-5203,Weißbachstraße,9,"Weißbachstraße, 9, Dresden",51.0263752,13.7289595,519,Abzweigung,3,660,1
548,PE-FWI-4-4450,Zinzendorfstraße,3,"Zinzendorfstraße, 3, Dresden",51.0453472,13.7443766,520,Erdarmatur,4,840,3
549,PE-FWI-4-4935,Südhöhe,5,"Südhöhe, 5, Dresden",51.01939795,13.7468153321,521,Erdarmatur,4,660,3
550,PE-FWI-4-8078,Schönaer Straße,14,"Schönaer Straße, 14, Dresden",51.003283,13.837644,522,Erdarmatur,4,660,3
551,PE-FWI-4-3134,Sosaer Straße,4,"Sosaer Straße, 4, Dresden",50.9988912,13.8259531512,523,Erdarmatur,4,660,3
552,PE-FWI-2-5117,Basteiplatz,9,"Basteiplatz, 9, Dresden",51.02889755,13.7702189124,524,Kontrollschacht,2,900,2
553,PE-FWI-4-8625,Tornaer Straße,8,"Tornaer Straße, 8, Dresden",51.0124077,13.7889881,525,Erdarmatur,4,660,3
554,PE-FWI-4-5691,Weißbachstraße,7,"Weißbachstraße, 7, Dresden",51.02677295,13.7295174846,526,Erdarmatur,4,720,3
555,PE-FWI-3-5474,Lortzingstraße,14,"Lortzingstraße, 14, Dresden",51.0496979,13.772427,527,Belüftung,3,600,1
556,PE-FWI-2-4203,Kopernikusstraße,51,"Kopernikusstraße, 51, Dresden",51.0912566,13.7064472,528,Kontrollschacht,2,780,2
557,PE-FWI-2-4069,Volkersdorfer Straße,6,"Volkersdorfer Straße, 6, Dresden",51.0870574,13.7202798,529,Zuluftschacht,2,960,2
558,PE-FWI-3-1035,Blochmannstr.,7,"Blochmannstr., 7, Dresden",51.0476684,13.754121,530,Entlüftung,3,840,1
559,PE-FWI-2-5751,Hohenthalplatz,1,"Hohenthalplatz, 1, Dresden",51.0579945,13.7140764,531,KontrollBauwerk,2,660,2
560,PE-FWI-2-1837,Am Schießhaus,1,"Am Schießhaus, 1, Dresden",51.0537618,13.7286315,532,KontrollBauwerk,2,840,2
561,PE-FWI-4-4925,Lommatzscher Straße,66,"Lommatzscher Straße, 66, Dresden",51.0826821,13.7001768,533,Erdarmatur,4,720,3
562,PE-FWI-4-3576,Am Dahlienheim,8,"Am Dahlienheim, 8, Dresden",51.0096296,13.8230218,534,Erdarmatur,4,840,3
563,PE-FWI-2-9086,Espenstraße,3,"Espenstraße, 3, Dresden",51.0440255,13.6640069541,535,Zuluftschacht,2,1080,2
564,PE-FWI-4-2246,Charlotte-Bühler-Straße,3,"Charlotte-Bühler-Straße, 3, Dresden",51.0819585,13.7610946,536,Erdarmatur,4,600,3
565,PE-FWI-4-3991,Haydnstraße,6,"Haydnstraße, 6, Dresden",51.0480705,13.7714464,537,Erdarmatur,4,840,3
566,PE-FWI-2-7165,Dinglingerstraße,7,"Dinglingerstraße, 7, Dresden",51.0483733,13.7612896,538,Zuluftschacht,2,1140,2
567,PE-FWI-2-9676,Hermannstädter Straße,8,"Hermannstädter Straße, 8, Dresden",51.02092445,13.8391694128,539,Kontrollschacht,2,600,2
568,PE-FWI-2-9459,Lichtenbergweg,4,"Lichtenbergweg, 4, Dresden",51.0907126,13.7103039,540,KontrollBauwerk,2,780,2
569,PE-FWI-2-196,Leipziger Straße,29,"Leipziger Straße, 29, Dresden",51.0680461,13.7303715,541,Zuluftschacht,2,960,2
570,PE-FWI-4-828,Otto-Dix-Ring,94,"Otto-Dix-Ring, 94, Dresden",51.0174623,13.7791514,542,Erdarmatur,4,840,3
571,PE-FWI-4-383,Niederseidewitzer Weg,27,"Niederseidewitzer Weg, 27, Dresden",51.0108966,13.8139976,79,Erdarmatur,4,600,3
572,PE-FWI-1-2177,Schützenhöhe,1,"Schützenhöhe, 1, Dresden",51.0810858,13.7514493,343,Stütze,1,720,3
573,PE-FWI-4-2231,Lilienthalstraße,23,"Lilienthalstraße, 23, Dresden",51.0088037,13.8235165,543,Erdarmatur,4,600,3
574,PE-FWI-3-4244,Otto-Dix-Ring,68,"Otto-Dix-Ring, 68, Dresden",51.0165214,13.7753379,544,Entlüftung,3,720,1
